first_name,last_name,residence,phone_number,email,age,tariff_plan,contract_type,customer_type,income_level,contract_satisfaction,monthly_price,years_in_company,monthly_usage_hours,num_family_lines,churn_probability,churn_reason,recommended_retention_strategy
Pablo,Peña,"Bilbao, España",+34 601660477,pablo.peña@hotmail.com,34,Mobile - Standard,Annual,Single,Low,Medium,22.91,3,296,2,High,Better Offers Elsewhere,
Celeste,Cano,"Málaga, España",+34 600056013,celeste.cano@hotmail.com,30,Fiber + TV,Annual,Couple,High,Low,39.67,5,297,0,High,High Price,
Gabriel,Guerrero,"Bilbao, España",+34 680945957,gabriel.guerrero@hotmail.com,47,Fiber + TV + Mobile (Basic),Monthly,Family,Medium,Medium,50.57,3,287,2,Low,,
Nuria,Blanco,"Bilbao, España",+34 609730232,nuria.blanco@hotmail.com,29,Mobile + Fiber (Standard),Monthly,Family,Medium,High,57.23,10,299,3,Low,,
Sara,Serrano,"Málaga, España",+34 678624552,sara.serrano@hotmail.com,56,Fiber Only (Basic),Monthly,Family,Medium,High,26.55,9,180,0,Low,,
Ruben,Martin,"Zaragoza, España",+34 625290264,ruben.martin@hotmail.com,69,Mobile - Unlimited,Monthly,Family,Medium,Low,44.57,5,246,4,High,Moving to Another Provider,
Ricardo,Gutierrez,"Barcelona, España",+34 649752153,ricardo.gutierrez@hotmail.com,37,Mobile - Basic,Annual,Single,High,Medium,17.47,10,161,1,Medium,,
Laura,Cruz,"Sevilla, España",+34 626036627,laura.cruz@hotmail.com,24,Fiber + TV + Mobile (Unlimited),Annual,Single,Low,High,98.3,8,40,6,Low,,
Ana,Ortiz,"Málaga, España",+34 674709973,ana.ortiz@hotmail.com,53,Mobile - Standard,Annual,Family,High,Low,28.52,4,130,2,High,Moving to Another Provider,
Fernando,Delgado,"Sevilla, España",+34 679429827,fernando.delgado@hotmail.com,24,Mobile - Standard,Annual,Couple,Low,High,24.37,7,40,2,Low,,
Emilio,Navarro,"Valencia, España",+34 659579058,emilio.navarro@hotmail.com,61,Mobile - Basic,Monthly,Couple,High,Low,15.71,5,48,1,Medium,,
Rocio,Gonzalez,"Zaragoza, España",+34 638573736,rocio.gonzalez@hotmail.com,67,Fiber + TV + Mobile (Unlimited),Monthly,Family,Low,Medium,96.42,9,297,6,Medium,,
Oscar,Aguilar,"Málaga, España",+34 671535852,oscar.aguilar@hotmail.com,48,Mobile - Standard,Annual,Family,Medium,High,20.28,10,255,2,Medium,,
Ariadna,Flores,"Málaga, España",+34 678391532,ariadna.flores@hotmail.com,29,Mobile + Fiber (Standard),Annual,Single,High,High,54.41,7,224,3,Low,,
Mario,Molina,"Zaragoza, España",+34 604723891,mario.molina@hotmail.com,56,Fiber + TV + Mobile (Unlimited),Annual,Family,Medium,Medium,98.67,2,214,6,Low,,
Montserrat,Romero,"Valencia, España",+34 645484995,montserrat.romero@hotmail.com,74,Fiber + TV,Monthly,Couple,Medium,Low,36.6,4,45,0,High,High Price,
Elena,Ramos,"Zaragoza, España",+34 669810640,elena.ramos@hotmail.com,27,Fiber + TV + Mobile (Basic),Annual,Couple,High,High,57.17,6,200,2,Low,,
Claudia,Torres,"Málaga, España",+34 602025144,claudia.torres@hotmail.com,76,Fiber Only (Basic),Annual,Couple,High,Medium,28.01,4,193,0,Low,,
Sofia,Vega,"Barcelona, España",+34 651461199,sofia.vega@hotmail.com,60,Fiber + TV + Mobile (Unlimited),Monthly,Couple,High,Medium,93.87,4,102,6,Low,,
Daniela,Alvarez,"Zaragoza, España",+34 620235213,daniela.alvarez@hotmail.com,57,Mobile - Standard,Monthly,Family,Low,High,26.74,9,115,2,Low,,
Carolina,Santos,"Zaragoza, España",+34 688101638,carolina.santos@hotmail.com,57,Fiber + TV,Monthly,Family,High,High,31.49,9,257,0,Low,,
Victoria,Dominguez,"Bilbao, España",+34 640459481,victoria.dominguez@hotmail.com,70,Mobile + Fiber (Standard),Annual,Couple,Medium,High,50.33,6,261,3,Low,,
Ismael,Ramirez,"Valencia, España",+34 635781219,ismael.ramirez@hotmail.com,42,Fiber + TV,Annual,Family,High,Low,30.42,1,43,0,High,Low Data Allowance,Upgrade to Better Plan
Raul,Gomez,"Málaga, España",+34 699336142,raul.gomez@hotmail.com,38,Mobile + Fiber (Standard),Monthly,Couple,Low,Low,51.61,3,72,3,High,High Price,10% Discount
Gabriela,Fernandez,"Madrid, España",+34 676661519,gabriela.fernandez@hotmail.com,30,Fiber + TV + Mobile (Basic),Annual,Single,High,Medium,52.13,6,67,2,Low,,
Paula,Campos,"Valencia, España",+34 641339103,paula.campos@hotmail.com,69,Fiber Only (Premium),Annual,Family,High,High,40.2,8,125,0,Low,,
Irene,Marquez,"Barcelona, España",+34 674784251,irene.marquez@hotmail.com,70,Fiber Only (Basic),Annual,Single,High,Low,20.76,5,226,0,High,Poor Service,Dedicated Customer Support
Mireia,Garcia,"Sevilla, España",+34 665800420,mireia.garcia@hotmail.com,47,Fiber Only (Basic),Annual,Couple,High,High,24.22,7,249,0,Low,,
Isabel,Herrera,"Zaragoza, España",+34 618457283,isabel.herrera@hotmail.com,50,Fiber + TV,Monthly,Family,Medium,Medium,31.07,8,100,0,Low,,
Natalia,Castro,"Zaragoza, España",+34 697308445,natalia.castro@hotmail.com,64,Mobile + Fiber (Standard),Monthly,Single,Medium,Medium,57.12,9,291,3,High,Better Offers Elsewhere,
Manuel,Martinez,"Málaga, España",+34 681768381,manuel.martinez@hotmail.com,34,Fiber Only (Basic),Monthly,Family,Low,Medium,22.43,5,138,0,Low,,
Silvia,Sanchez,"Málaga, España",+34 639588472,silvia.sanchez@hotmail.com,39,Fiber + TV,Annual,Couple,Medium,High,32.81,10,241,0,Low,,
Marina,Moreno,"Madrid, España",+34 657999746,marina.moreno@hotmail.com,29,Fiber Only (Basic),Annual,Family,Low,High,23.93,6,266,0,Low,,
Lucia,Morales,"Madrid, España",+34 629164853,lucia.morales@hotmail.com,63,Mobile - Standard,Annual,Family,High,Low,21.98,5,259,2,Medium,,
Felipe,Ortega,"Málaga, España",+34 676368577,felipe.ortega@hotmail.com,19,Fiber + TV + Mobile (Premium),Annual,Family,High,High,77.96,9,192,4,Low,,
Esteban,Diaz,"Zaragoza, España",+34 687603778,esteban.diaz@hotmail.com,64,Fiber + TV,Monthly,Couple,Medium,Medium,37.51,8,103,0,Low,,
Ignacio,Leon,"Madrid, España",+34 695665896,ignacio.leon@hotmail.com,19,Mobile - Unlimited,Annual,Couple,High,High,44.43,6,36,4,Low,,
Antonio,Reyes,"Málaga, España",+34 679110263,antonio.reyes@hotmail.com,57,Mobile + Fiber (Standard),Monthly,Couple,High,Medium,59.4,2,285,3,Low,,
Sergio,Castillo,"Bilbao, España",+34 604341450,sergio.castillo@hotmail.com,21,Mobile + Fiber (Standard),Annual,Couple,Low,High,51.42,10,145,3,Low,,
Lucas,Gil,"Zaragoza, España",+34 609912294,lucas.gil@hotmail.com,49,Fiber + TV + Mobile (Basic),Annual,Single,High,Low,58.66,5,248,2,High,No Longer Needed,
Marisol,Muñoz,"Sevilla, España",+34 660315967,marisol.muñoz@hotmail.com,77,Mobile + Fiber (Standard),Monthly,Couple,Low,High,55.51,6,139,3,Low,,
Diego,Vazquez,"Zaragoza, España",+34 621583636,diego.vazquez@hotmail.com,45,Fiber + TV + Mobile (Unlimited),Monthly,Single,Medium,Medium,91.2,2,121,6,Low,,
Carla,Lopez,"Madrid, España",+34 644020284,carla.lopez@hotmail.com,56,Mobile - Basic,Annual,Single,Low,Medium,11.34,5,237,1,Low,,
Florencia,Mendez,"Valencia, España",+34 685181648,florencia.mendez@hotmail.com,20,Mobile - Basic,Monthly,Couple,Medium,Medium,16.13,3,119,1,High,No Longer Needed,
Salvador,Hernandez,"Sevilla, España",+34 665864960,salvador.hernandez@hotmail.com,68,Mobile + Fiber (Standard),Monthly,Single,Low,High,54.02,6,183,3,Medium,,
Victor,Jimenez,"Sevilla, España",+34 604031857,victor.jimenez@hotmail.com,45,Mobile + Fiber (Standard),Annual,Family,Low,High,50.07,9,248,3,Low,,
Vanessa,Perez,"Málaga, España",+34 671756889,vanessa.perez@hotmail.com,74,Fiber + TV + Mobile (Basic),Monthly,Single,High,High,55.48,8,295,2,Low,,
Clara,Rodriguez,"Barcelona, España",+34 698765065,clara.rodriguez@hotmail.com,64,Mobile - Standard,Monthly,Couple,High,Low,27.9,5,29,2,Medium,,
Carmen,Iglesias,"Bilbao, España",+34 671595813,carmen.iglesias@hotmail.com,71,Mobile - Unlimited,Monthly,Single,High,Medium,48.84,4,87,4,Low,,
Lidia,Ruiz,"Sevilla, España",+34 642326793,lidia.ruiz@hotmail.com,59,Fiber Only (Premium),Monthly,Couple,Low,High,43.08,10,199,0,Medium,,
Carlos,Peña,"Málaga, España",+34 636479018,carlos.peña@hotmail.com,50,Fiber + TV + Mobile (Unlimited),Monthly,Single,Low,Medium,97.58,8,24,6,Low,,
Cristina,Cano,"Valencia, España",+34 643537469,cristina.cano@hotmail.com,52,Fiber + TV + Mobile (Unlimited),Monthly,Single,High,High,95.81,6,150,6,Medium,,
Diana,Guerrero,"Málaga, España",+34 659399043,diana.guerrero@hotmail.com,47,Mobile - Standard,Monthly,Couple,High,Medium,20.2,4,175,2,Medium,,
Sandra,Blanco,"Barcelona, España",+34 628919674,sandra.blanco@hotmail.com,18,Fiber + TV + Mobile (Basic),Monthly,Single,Low,Low,54.14,1,180,2,High,Low Data Allowance,Upgrade to Better Plan
Andres,Serrano,"Madrid, España",+34 626021533,andres.serrano@hotmail.com,29,Fiber + TV + Mobile (Premium),Annual,Family,Medium,High,75.91,6,283,4,Low,,
Milagros,Martin,"Madrid, España",+34 659482075,milagros.martin@hotmail.com,48,Fiber + TV,Annual,Single,Low,High,36.35,4,124,0,Low,,
Adrian,Gutierrez,"Sevilla, España",+34 676551281,adrian.gutierrez@hotmail.com,32,Mobile - Basic,Annual,Couple,Medium,High,19.61,6,211,1,Low,,
Matias,Cruz,"Madrid, España",+34 629174840,matias.cruz@hotmail.com,69,Mobile - Basic,Annual,Single,High,High,15.37,8,105,1,Low,,
Luis,Ortiz,"Valencia, España",+34 674093059,luis.ortiz@hotmail.com,24,Mobile - Standard,Monthly,Single,Low,Medium,25.07,6,289,2,High,High Price,10% Discount
Alberto,Delgado,"Valencia, España",+34 650179196,alberto.delgado@hotmail.com,24,Fiber Only (Premium),Monthly,Family,Low,High,44.27,8,57,0,Low,,
Eva,Navarro,"Valencia, España",+34 642444528,eva.navarro@hotmail.com,70,Fiber + TV,Annual,Couple,Low,High,37.04,9,216,0,Low,,
Belen,Gonzalez,"Barcelona, España",+34 638570269,belen.gonzalez@hotmail.com,79,Fiber Only (Basic),Monthly,Single,Low,Medium,22.41,9,150,0,Low,,
Enrique,Aguilar,"Madrid, España",+34 696000331,enrique.aguilar@hotmail.com,18,Mobile + Fiber (Standard),Annual,Couple,Medium,Medium,52.11,7,269,3,Low,,
Emma,Flores,"Málaga, España",+34 627736340,emma.flores@hotmail.com,62,Mobile + Fiber (Standard),Annual,Single,High,Medium,56.27,1,71,3,High,Moving to Another Provider,
Patricia,Molina,"Zaragoza, España",+34 602299782,patricia.molina@hotmail.com,38,Fiber Only (Basic),Annual,Single,Medium,High,29.35,7,297,0,Medium,,
Teresa,Romero,"Sevilla, España",+34 659321012,teresa.romero@hotmail.com,59,Mobile - Standard,Monthly,Single,Low,High,22.67,1,151,2,Medium,,
Daniel,Ramos,"Valencia, España",+34 663185329,daniel.ramos@hotmail.com,67,Fiber Only (Basic),Monthly,Family,Medium,High,24.32,7,219,0,Low,,
Hugo,Torres,"Sevilla, España",+34 638142082,hugo.torres@hotmail.com,46,Mobile - Unlimited,Monthly,Family,Medium,Medium,42.38,3,178,4,High,Poor Service,
Andrea,Vega,"Zaragoza, España",+34 649757503,andrea.vega@hotmail.com,49,Mobile - Unlimited,Monthly,Single,Low,High,45.78,9,286,4,Low,,
Maria,Alvarez,"Zaragoza, España",+34 604891412,maria.alvarez@hotmail.com,26,Fiber + TV + Mobile (Unlimited),Annual,Couple,Medium,Medium,93.92,5,165,6,Low,,
Miguel,Santos,"Sevilla, España",+34 633893845,miguel.santos@hotmail.com,36,Fiber + TV + Mobile (Basic),Annual,Single,High,Medium,58.98,5,253,2,High,Poor Service,Dedicated Customer Support
Alejandro,Dominguez,"Málaga, España",+34 628054441,alejandro.dominguez@hotmail.com,77,Mobile - Standard,Monthly,Family,Low,Low,26.09,2,35,2,High,No Longer Needed,Contract Freeze
Alicia,Ramirez,"Barcelona, España",+34 648949328,alicia.ramirez@hotmail.com,61,Mobile - Standard,Annual,Family,Medium,Low,25.11,1,244,2,High,Poor Service,
Julian,Gomez,"Bilbao, España",+34 655879703,julian.gomez@hotmail.com,66,Mobile - Basic,Annual,Couple,Medium,High,10.48,5,98,1,Low,,
Javier,Fernandez,"Barcelona, España",+34 640566957,javier.fernandez@hotmail.com,68,Fiber + TV + Mobile (Unlimited),Monthly,Family,High,High,93.53,2,285,6,Low,,
Julia,Campos,"Málaga, España",+34 624009391,julia.campos@hotmail.com,69,Fiber + TV,Annual,Couple,Medium,Low,36.35,5,38,0,High,Poor Service,
David,Marquez,"Madrid, España",+34 601733148,david.marquez@hotmail.com,62,Fiber + TV,Monthly,Family,Low,High,39.88,4,241,0,Low,,
Jose,Garcia,"Sevilla, España",+34 600923259,jose.garcia@hotmail.com,25,Fiber + TV + Mobile (Premium),Monthly,Single,High,Medium,73.31,5,212,4,High,Low Data Allowance,Extra Data Package
Bianca,Herrera,"Sevilla, España",+34 674581541,bianca.herrera@hotmail.com,43,Mobile - Standard,Annual,Single,High,Medium,20.83,3,183,2,High,Moving to Another Provider,
Olga,Castro,"Madrid, España",+34 647475648,olga.castro@hotmail.com,53,Fiber + TV + Mobile (Unlimited),Annual,Couple,Low,Low,90.4,2,246,6,High,Better Offers Elsewhere,
Martina,Martinez,"Barcelona, España",+34 605765854,martina.martinez@hotmail.com,66,Fiber + TV + Mobile (Unlimited),Monthly,Single,High,High,93.45,10,259,6,Low,,
Veronica,Sanchez,"Bilbao, España",+34 661677988,veronica.sanchez@hotmail.com,67,Mobile - Unlimited,Annual,Single,Low,Low,49.02,3,202,4,High,Poor Service,
Noelia,Moreno,"Sevilla, España",+34 632561012,noelia.moreno@hotmail.com,50,Mobile - Standard,Annual,Couple,Medium,High,28.42,6,115,2,Low,,
Valeria,Morales,"Madrid, España",+34 698243518,valeria.morales@hotmail.com,42,Fiber + TV + Mobile (Basic),Annual,Couple,Medium,High,52.02,7,46,2,Low,,
Estefania,Ortega,"Valencia, España",+34 610511918,estefania.ortega@hotmail.com,35,Fiber Only (Basic),Annual,Couple,Medium,Medium,27.19,5,280,0,High,Low Data Allowance,Extra Data Package
Fatima,Diaz,"Sevilla, España",+34 686205588,fatima.diaz@hotmail.com,70,Mobile - Standard,Monthly,Couple,Low,High,26.92,5,74,2,Low,,
Pedro,Leon,"Málaga, España",+34 653969573,pedro.leon@hotmail.com,55,Mobile - Standard,Annual,Couple,Medium,High,29.42,4,159,2,Low,,
Raquel,Reyes,"Bilbao, España",+34 618605019,raquel.reyes@hotmail.com,40,Fiber + TV,Annual,Family,High,Medium,35.0,9,202,0,Low,,
Lorena,Castillo,"Bilbao, España",+34 627535964,lorena.castillo@hotmail.com,52,Fiber + TV + Mobile (Basic),Annual,Single,Medium,High,54.25,8,180,2,Low,,
Beatriz,Gil,"Zaragoza, España",+34 659306063,beatriz.gil@hotmail.com,41,Fiber + TV,Monthly,Single,Low,Low,37.16,1,210,0,Medium,,
Rosa,Muñoz,"Valencia, España",+34 631293242,rosa.muñoz@hotmail.com,33,Fiber + TV,Annual,Family,High,Medium,33.72,5,252,0,Low,,
Roberto,Vazquez,"Barcelona, España",+34 660176157,roberto.vazquez@hotmail.com,32,Fiber + TV,Annual,Couple,Medium,High,36.07,10,151,0,Low,,
Marta,Lopez,"Bilbao, España",+34 686760266,marta.lopez@hotmail.com,36,Fiber + TV + Mobile (Basic),Annual,Single,High,Low,53.17,1,209,2,High,High Price,
Angela,Mendez,"Valencia, España",+34 659346061,angela.mendez@hotmail.com,30,Fiber + TV,Annual,Couple,Low,Medium,33.13,8,35,0,Low,,
Violeta,Hernandez,"Málaga, España",+34 691109549,violeta.hernandez@hotmail.com,68,Fiber + TV,Annual,Single,Medium,High,37.23,1,96,0,Low,,
Juan,Jimenez,"Sevilla, España",+34 649634247,juan.jimenez@hotmail.com,76,Mobile - Standard,Annual,Single,High,Medium,24.01,6,200,2,Low,,
Joaquin,Perez,"Barcelona, España",+34 612616811,joaquin.perez@hotmail.com,19,Fiber + TV + Mobile (Premium),Annual,Family,Medium,Medium,74.37,4,241,4,High,Low Data Allowance,Extra Data Package
Tamara,Rodriguez,"Barcelona, España",+34 613673248,tamara.rodriguez@hotmail.com,22,Fiber + TV + Mobile (Unlimited),Annual,Family,Medium,High,95.54,8,214,6,Low,,
Camila,Iglesias,"Valencia, España",+34 634088006,camila.iglesias@hotmail.com,68,Fiber Only (Premium),Annual,Couple,Medium,High,41.25,9,72,0,Low,,
Francisco,Ruiz,"Valencia, España",+34 699925401,francisco.ruiz@hotmail.com,75,Mobile - Basic,Annual,Couple,High,High,19.39,8,256,1,Low,,
Pablo,Peña,"Zaragoza, España",+34 668397513,pablo.peña@hotmail.com,39,Fiber + TV,Annual,Couple,High,Medium,34.4,6,298,0,Low,,
Celeste,Cano,"Madrid, España",+34 614663463,celeste.cano@hotmail.com,25,Mobile - Unlimited,Annual,Single,Medium,Medium,48.75,4,182,4,Low,,
Gabriel,Guerrero,"Madrid, España",+34 616331065,gabriel.guerrero@hotmail.com,51,Fiber + TV + Mobile (Unlimited),Monthly,Family,Low,Low,98.83,4,125,6,Medium,,
Nuria,Blanco,"Zaragoza, España",+34 627614970,nuria.blanco@hotmail.com,75,Mobile - Unlimited,Annual,Single,Low,High,48.58,1,243,4,Low,,
Sara,Serrano,"Sevilla, España",+34 661876482,sara.serrano@hotmail.com,32,Fiber Only (Premium),Annual,Single,High,High,40.53,7,76,0,Low,,
Ruben,Martin,"Bilbao, España",+34 651539051,ruben.martin@hotmail.com,77,Fiber + TV + Mobile (Unlimited),Annual,Single,Medium,High,97.63,2,265,6,Low,,
Ricardo,Gutierrez,"Zaragoza, España",+34 652786663,ricardo.gutierrez@hotmail.com,37,Mobile + Fiber (Standard),Annual,Couple,Medium,Low,54.5,3,47,3,High,No Longer Needed,
Laura,Cruz,"Madrid, España",+34 683650151,laura.cruz@hotmail.com,47,Mobile - Unlimited,Annual,Family,Low,Medium,49.9,3,172,4,High,Moving to Another Provider,
Ana,Ortiz,"Sevilla, España",+34 669214032,ana.ortiz@hotmail.com,61,Fiber + TV + Mobile (Basic),Annual,Single,Low,High,52.86,7,213,2,Low,,
Fernando,Delgado,"Zaragoza, España",+34 676826786,fernando.delgado@hotmail.com,21,Fiber Only (Basic),Monthly,Couple,Low,High,23.44,10,73,0,Low,,
Emilio,Navarro,"Barcelona, España",+34 636525251,emilio.navarro@hotmail.com,29,Fiber Only (Basic),Monthly,Single,Low,Low,27.6,2,227,0,High,Poor Service,
Rocio,Gonzalez,"Málaga, España",+34 664747040,rocio.gonzalez@hotmail.com,58,Fiber + TV + Mobile (Premium),Annual,Single,High,Medium,73.2,2,210,4,Medium,,
Oscar,Aguilar,"Málaga, España",+34 631933398,oscar.aguilar@hotmail.com,20,Fiber Only (Basic),Monthly,Couple,Low,Low,23.49,4,110,0,Medium,,
Ariadna,Flores,"Bilbao, España",+34 633667569,ariadna.flores@hotmail.com,53,Fiber + TV + Mobile (Basic),Monthly,Single,Medium,High,55.31,6,106,2,Low,,
Mario,Molina,"Sevilla, España",+34 600842058,mario.molina@hotmail.com,47,Fiber + TV + Mobile (Basic),Monthly,Single,Medium,High,54.79,4,138,2,Low,,
Montserrat,Romero,"Bilbao, España",+34 686216403,montserrat.romero@hotmail.com,62,Fiber + TV + Mobile (Premium),Annual,Couple,Medium,Medium,74.94,1,200,4,Medium,,
Elena,Ramos,"Madrid, España",+34 664782621,elena.ramos@hotmail.com,69,Fiber + TV + Mobile (Premium),Annual,Family,High,Low,79.29,2,36,4,High,Poor Service,Dedicated Customer Support
Claudia,Torres,"Madrid, España",+34 667342627,claudia.torres@hotmail.com,67,Mobile - Basic,Annual,Family,Medium,High,15.56,8,82,1,Low,,
Sofia,Vega,"Málaga, España",+34 601877037,sofia.vega@hotmail.com,75,Mobile - Unlimited,Monthly,Couple,High,High,45.08,8,51,4,Low,,
Daniela,Alvarez,"Bilbao, España",+34 604929897,daniela.alvarez@hotmail.com,51,Fiber + TV + Mobile (Unlimited),Monthly,Couple,Low,Medium,93.56,3,22,6,Low,,
Carolina,Santos,"Málaga, España",+34 655422267,carolina.santos@hotmail.com,71,Fiber + TV,Monthly,Single,Low,Medium,39.98,5,44,0,Medium,,
Victoria,Dominguez,"Valencia, España",+34 645084542,victoria.dominguez@hotmail.com,48,Fiber + TV + Mobile (Premium),Annual,Single,High,High,79.43,9,116,4,Low,,
Ismael,Ramirez,"Sevilla, España",+34 655652888,ismael.ramirez@hotmail.com,73,Fiber + TV + Mobile (Premium),Monthly,Couple,Medium,High,79.29,10,95,4,Low,,
Raul,Gomez,"Sevilla, España",+34 622059186,raul.gomez@hotmail.com,28,Fiber + TV + Mobile (Unlimited),Annual,Couple,Medium,High,96.44,4,160,6,Low,,
Gabriela,Fernandez,"Valencia, España",+34 602975855,gabriela.fernandez@hotmail.com,64,Fiber Only (Premium),Annual,Couple,Low,High,48.52,8,292,0,Medium,,
Paula,Campos,"Madrid, España",+34 674595431,paula.campos@hotmail.com,46,Fiber + TV,Monthly,Family,Medium,High,32.86,10,28,0,Low,,
Irene,Marquez,"Valencia, España",+34 681734029,irene.marquez@hotmail.com,33,Fiber Only (Premium),Annual,Single,Medium,High,47.24,8,196,0,Low,,
Mireia,Garcia,"Bilbao, España",+34 684977871,mireia.garcia@hotmail.com,56,Fiber + TV + Mobile (Basic),Monthly,Couple,Medium,High,54.69,6,97,2,Low,,
Isabel,Herrera,"Málaga, España",+34 660045694,isabel.herrera@hotmail.com,70,Fiber + TV + Mobile (Premium),Annual,Single,Low,High,76.12,10,80,4,Low,,
Natalia,Castro,"Madrid, España",+34 601413455,natalia.castro@hotmail.com,18,Fiber Only (Premium),Monthly,Single,Low,High,45.62,7,280,0,Low,,
Manuel,Martinez,"Madrid, España",+34 622636131,manuel.martinez@hotmail.com,51,Mobile - Unlimited,Monthly,Couple,Low,Medium,40.98,10,283,4,High,Poor Service,
Silvia,Sanchez,"Bilbao, España",+34 668658713,silvia.sanchez@hotmail.com,41,Fiber Only (Basic),Monthly,Family,High,Low,25.58,3,92,0,High,Moving to Another Provider,
Marina,Moreno,"Madrid, España",+34 601474157,marina.moreno@hotmail.com,42,Fiber Only (Basic),Annual,Family,High,Medium,28.67,2,243,0,Medium,,
Lucia,Morales,"Valencia, España",+34 697382994,lucia.morales@hotmail.com,35,Mobile + Fiber (Standard),Monthly,Couple,Medium,Medium,50.49,6,159,3,High,Poor Service,
Felipe,Ortega,"Valencia, España",+34 663016548,felipe.ortega@hotmail.com,46,Fiber + TV,Annual,Family,Medium,Low,38.61,1,263,0,High,No Longer Needed,
Esteban,Diaz,"Madrid, España",+34 648713470,esteban.diaz@hotmail.com,62,Fiber + TV + Mobile (Basic),Monthly,Couple,Low,Medium,51.89,4,44,2,Low,,
Ignacio,Leon,"Sevilla, España",+34 633740462,ignacio.leon@hotmail.com,55,Mobile - Unlimited,Annual,Single,High,Low,44.01,2,283,4,High,High Price,
Antonio,Reyes,"Sevilla, España",+34 645054307,antonio.reyes@hotmail.com,35,Fiber Only (Basic),Monthly,Couple,Medium,High,20.21,7,32,0,Medium,,
Sergio,Castillo,"Zaragoza, España",+34 608299024,sergio.castillo@hotmail.com,59,Fiber + TV + Mobile (Unlimited),Annual,Couple,Medium,Low,95.83,1,281,6,High,Low Data Allowance,Extra Data Package
Lucas,Gil,"Bilbao, España",+34 642294227,lucas.gil@hotmail.com,68,Fiber + TV + Mobile (Basic),Annual,Single,Low,Low,57.96,3,51,2,High,Better Offers Elsewhere,
Marisol,Muñoz,"Sevilla, España",+34 621233395,marisol.muñoz@hotmail.com,58,Fiber Only (Basic),Monthly,Couple,Low,High,21.71,6,138,0,Low,,
Diego,Vazquez,"Valencia, España",+34 610329376,diego.vazquez@hotmail.com,46,Mobile - Unlimited,Annual,Single,Medium,High,42.96,8,101,4,Medium,,
Carla,Lopez,"Bilbao, España",+34 605308390,carla.lopez@hotmail.com,60,Fiber + TV + Mobile (Unlimited),Monthly,Couple,Low,High,94.53,9,155,6,Low,,
Florencia,Mendez,"Valencia, España",+34 697938528,florencia.mendez@hotmail.com,26,Fiber + TV + Mobile (Premium),Monthly,Family,Low,High,70.03,10,78,4,Low,,
Salvador,Hernandez,"Barcelona, España",+34 604461888,salvador.hernandez@hotmail.com,24,Mobile - Unlimited,Monthly,Family,Medium,High,44.94,7,199,4,Low,,
Victor,Jimenez,"Málaga, España",+34 605258648,victor.jimenez@hotmail.com,38,Mobile + Fiber (Standard),Annual,Couple,Medium,Low,59.94,5,101,3,High,No Longer Needed,
Vanessa,Perez,"Zaragoza, España",+34 648859809,vanessa.perez@hotmail.com,19,Fiber Only (Basic),Monthly,Couple,Low,Low,29.63,5,84,0,High,High Price,10% Discount
Clara,Rodriguez,"Valencia, España",+34 620766615,clara.rodriguez@hotmail.com,58,Mobile - Basic,Monthly,Couple,Medium,Medium,16.62,10,65,1,Low,,
Carmen,Iglesias,"Zaragoza, España",+34 665649228,carmen.iglesias@hotmail.com,70,Fiber Only (Basic),Monthly,Couple,High,Medium,25.47,3,175,0,Low,,
Lidia,Ruiz,"Bilbao, España",+34 623152011,lidia.ruiz@hotmail.com,20,Mobile + Fiber (Standard),Annual,Single,Low,High,56.68,2,138,3,Low,,
Carlos,Peña,"Madrid, España",+34 666705203,carlos.peña@hotmail.com,36,Fiber + TV,Monthly,Single,Low,High,31.29,1,138,0,Low,,
Cristina,Cano,"Málaga, España",+34 698655897,cristina.cano@hotmail.com,34,Mobile - Standard,Annual,Single,Medium,High,24.86,6,221,2,Low,,
Diana,Guerrero,"Sevilla, España",+34 683973944,diana.guerrero@hotmail.com,33,Mobile - Basic,Monthly,Family,High,Low,11.94,4,280,1,Medium,,
Sandra,Blanco,"Zaragoza, España",+34 626645430,sandra.blanco@hotmail.com,51,Fiber + TV + Mobile (Premium),Monthly,Couple,High,High,78.54,6,147,4,Low,,
Andres,Serrano,"Madrid, España",+34 676815900,andres.serrano@hotmail.com,54,Fiber + TV + Mobile (Basic),Monthly,Family,High,Medium,54.19,7,147,2,Low,,
Milagros,Martin,"Barcelona, España",+34 636488388,milagros.martin@hotmail.com,37,Fiber + TV,Monthly,Single,Medium,Medium,33.23,4,258,0,Low,,
Adrian,Gutierrez,"Sevilla, España",+34 642693854,adrian.gutierrez@hotmail.com,47,Fiber + TV,Annual,Family,Medium,High,38.18,9,220,0,Medium,,
Matias,Cruz,"Zaragoza, España",+34 647100392,matias.cruz@hotmail.com,78,Mobile - Unlimited,Annual,Single,Low,High,48.8,8,153,4,Low,,
Luis,Ortiz,"Sevilla, España",+34 676338465,luis.ortiz@hotmail.com,26,Fiber Only (Basic),Monthly,Single,High,High,25.18,8,159,0,Low,,
Alberto,Delgado,"Bilbao, España",+34 638026271,alberto.delgado@hotmail.com,42,Mobile - Basic,Annual,Single,High,Medium,16.73,2,184,1,Low,,
Eva,Navarro,"Valencia, España",+34 648978624,eva.navarro@hotmail.com,20,Fiber Only (Premium),Annual,Family,Medium,Medium,42.26,10,273,0,Low,,
